2020-07-16 12:29:09.634 [Test worker] INFO  C.G.P.ForgotPasswordRepositoryTest: Starting ForgotPasswordRepositoryTest on Prabhjots-MacBook-Pro.local with PID 40703 (started by prabhjotkaur in /Users/prabhjotkaur/git/group22)
2020-07-16 13:16:26.702 [Test worker] INFO  C.G.Q.QuestionManagerController: One or more input fields have invalid/empty data
2020-07-16 13:16:26.721 [Test worker] INFO  C.G.Q.QuestionManagerController: Deleting the question created by the instructor from the database
2020-07-16 13:16:26.722 [Test worker] INFO  C.G.Question.Question: Calling the deleteQuestion repository function to delete the question from the Database
2020-07-16 13:16:26.722 [Test worker] INFO  C.G.Q.QuestionManagerController: Question successfully deleted!
2020-07-16 13:16:26.722 [Test worker] INFO  C.G.Q.QuestionManagerController: Redirecting to the instructor's question list page
2020-07-16 13:16:26.722 [Test worker] INFO  C.G.Question.Question: Calling the getQuestionListForInstructor repository function to fetch the question bank from the Database
2020-07-16 13:16:26.726 [Test worker] INFO  C.G.Q.QuestionManagerController: Deleting the question created by the instructor from the database
2020-07-16 13:16:26.726 [Test worker] INFO  C.G.Question.Question: Calling the deleteQuestion repository function to delete the question from the Database
2020-07-16 13:16:26.727 [Test worker] INFO  C.G.Q.QuestionManagerController: The question could not be deleted
2020-07-16 13:16:26.727 [Test worker] INFO  C.G.Q.QuestionManagerController: Redirecting to the instructor's question list page
2020-07-16 13:16:26.727 [Test worker] INFO  C.G.Question.Question: Calling the getQuestionListForInstructor repository function to fetch the question bank from the Database
2020-07-16 13:16:26.747 [Test worker] INFO  C.G.Q.QuestionAdminControllerTest: Starting QuestionAdminControllerTest on Prabhjots-MacBook-Pro.local with PID 40946 (started by prabhjotkaur in /Users/prabhjotkaur/git/group22)
2020-07-16 13:16:26.747 [Test worker] INFO  C.G.Q.QuestionAdminControllerTest: No active profile set, falling back to default profiles: default
2020-07-16 13:16:27.063 [Test worker] INFO  C.G.Q.QuestionAdminControllerTest: Started QuestionAdminControllerTest in 0.326 seconds (JVM running for 8.297)
2020-07-16 13:16:27.067 [Test worker] INFO  C.G.Q.QuestionAdminController: Fetching the question by its id for the current instructor to view
2020-07-16 13:16:27.067 [Test worker] INFO  C.G.Question.Question: Calling the getQuestionById repository function to fetch a question from the Database
2020-07-16 13:16:27.084 [Test worker] INFO  C.G.Q.QuestionAdminController: Fetching the question bank sorted based on the field like title and date for the logged in instructor
2020-07-16 13:16:27.085 [Test worker] INFO  C.G.Question.Question: Calling the getSortedQuestionListForInstructor repository function to fetch the question bank in a sorted order from the Database
2020-07-16 13:16:27.090 [Test worker] INFO  C.G.Q.QuestionAdminController: Fetching the question bank for the logged in instructor
2020-07-16 13:16:27.090 [Test worker] INFO  C.G.Question.Question: Calling the getQuestionListForInstructor repository function to fetch the question bank from the Database
2020-07-16 13:16:27.116 [Test worker] INFO  C.G.G.GroupFormationManager: Inserting into the groups for the course from the repository
2020-07-16 13:16:27.116 [Test worker] INFO  C.G.G.GroupFormationManager: Inserting into the groups for the course from the repository
2020-07-16 13:16:27.118 [Test worker] INFO  C.G.G.GroupFormationManager: Fetching the survey questions
2020-07-16 13:16:27.118 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Getting the survey questions for a course
2020-07-16 13:16:27.118 [Test worker] INFO  C.G.G.GroupFormationManager: Fetching the list of students who took the survey
2020-07-16 13:16:27.118 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Getting the users who took the questions for a course survey
2020-07-16 13:16:27.118 [Test worker] INFO  C.G.G.GroupFormationManager: Fetching the group formation logic to form groups
2020-07-16 13:16:27.118 [Test worker] INFO  C.G.G.GroupFormationManager: Fetching all the student responses for the survey
2020-07-16 13:16:27.118 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Getting the responses of all users who took the course survey
2020-07-16 13:16:27.123 [Test worker] INFO  C.G.G.GroupFormationManager: Deleting the groups for the course from the repository
2020-07-16 13:16:27.124 [Test worker] INFO  C.G.G.GroupFormationManager: Fetching the groups for the course from the repository
2020-07-16 13:16:27.141 [Test worker] INFO  C.G.G.GroupFormationControllerTest: Starting GroupFormationControllerTest on Prabhjots-MacBook-Pro.local with PID 40946 (started by prabhjotkaur in /Users/prabhjotkaur/git/group22)
2020-07-16 13:16:27.141 [Test worker] INFO  C.G.G.GroupFormationControllerTest: No active profile set, falling back to default profiles: default
2020-07-16 13:16:27.457 [Test worker] INFO  C.G.G.GroupFormationControllerTest: Started GroupFormationControllerTest in 0.326 seconds (JVM running for 8.691)
2020-07-16 13:16:27.473 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Getting survey id based on course id
2020-07-16 13:16:27.474 [Test worker] INFO  C.G.G.GroupFormationController: Checking if the survey can be used to form groups
2020-07-16 13:16:27.474 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Checking if the survey is created for the course from the database
2020-07-16 13:16:27.474 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Checking if the survey is published for the course from the database
2020-07-16 13:16:27.474 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Checking if the survey has an algorithm for group formation for the course from the database
2020-07-16 13:16:27.474 [Test worker] INFO  C.G.G.GroupFormationController: Getting the list of groups formed on the instructor's algorithm
2020-07-16 13:16:27.491 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Getting survey id based on course id
2020-07-16 13:16:27.491 [Test worker] INFO  C.G.G.GroupFormationController: Checking if the survey can be used to form groups
2020-07-16 13:16:27.491 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Checking if the survey is created for the course from the database
2020-07-16 13:16:27.495 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Getting survey id based on course id
2020-07-16 13:16:27.495 [Test worker] INFO  C.G.G.GroupFormationController: Checking if the survey can be used to form groups
2020-07-16 13:16:27.495 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Checking if the survey is created for the course from the database
2020-07-16 13:16:27.495 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Checking if the survey is published for the course from the database
2020-07-16 13:16:27.498 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Getting survey id based on course id
2020-07-16 13:16:27.499 [Test worker] INFO  C.G.G.GroupFormationController: Checking if the survey can be used to form groups
2020-07-16 13:16:27.499 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Checking if the survey is created for the course from the database
2020-07-16 13:16:27.499 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Checking if the survey is published for the course from the database
2020-07-16 13:16:27.499 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Checking if the survey has an algorithm for group formation for the course from the database
2020-07-16 13:16:27.518 [Test worker] INFO  C.G.Survey.SurveyControllerTest: Starting SurveyControllerTest on Prabhjots-MacBook-Pro.local with PID 40946 (started by prabhjotkaur in /Users/prabhjotkaur/git/group22)
2020-07-16 13:16:27.518 [Test worker] INFO  C.G.Survey.SurveyControllerTest: No active profile set, falling back to default profiles: default
2020-07-16 13:16:27.888 [Test worker] INFO  C.G.Survey.SurveyControllerTest: Started SurveyControllerTest in 0.378 seconds (JVM running for 9.122)
2020-07-16 13:16:27.920 [Test worker] INFO  C.G.C.InstructorCourseController: Getting survey id for the course
2020-07-16 13:16:27.920 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Getting survey id based on course id
2020-07-16 13:16:27.921 [Test worker] INFO  C.G.C.InstructorCourseController: Survey id for the courseSDCis 0
2020-07-16 13:16:27.921 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Publishing the survey
2020-07-16 13:16:27.921 [Test worker] INFO  C.G.C.InstructorCourseController: Check condition for survey published or not result value true
2020-07-16 13:16:27.942 [Test worker] INFO  C.G.C.InstructorCourseController: Getting survey id for the course
2020-07-16 13:16:27.942 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Getting survey id based on course id
2020-07-16 13:16:27.942 [Test worker] INFO  C.G.C.InstructorCourseController: Survey id for the courseSDCis 0
2020-07-16 13:16:27.942 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Publishing the survey
2020-07-16 13:16:27.942 [Test worker] INFO  C.G.C.InstructorCourseController: Check condition for survey published or not result value false
2020-07-16 13:16:27.990 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Checking if the survey is created for the course from the database
2020-07-16 13:16:27.991 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Checking if the survey is created for the course from the database
2020-07-16 13:16:27.991 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Checking if the survey is published for the course from the database
2020-07-16 13:16:27.992 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Checking if the survey has an algorithm for group formation for the course from the database
2020-07-16 13:16:27.992 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Checking if the survey is created for the course from the database
2020-07-16 13:16:27.992 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Checking if the survey is created for the course from the database
2020-07-16 13:16:27.992 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Checking if the survey is published for the course from the database
2020-07-16 13:16:27.993 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Checking if the survey is created for the course from the database
2020-07-16 13:16:27.993 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Checking if the survey is published for the course from the database
2020-07-16 13:16:27.993 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Checking if the survey has an algorithm for group formation for the course from the database
2020-07-16 13:16:27.993 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Checking if the survey is published for the course from the database
2020-07-16 13:16:27.994 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Getting survey id based on course id
2020-07-16 13:16:27.995 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Checking if the survey has an algorithm for group formation for the course from the database
2020-07-16 13:16:27.996 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Publishing the survey
2020-07-16 13:22:09.836 [Test worker] INFO  C.G.Survey.SurveyControllerTest: Starting SurveyControllerTest on Prabhjots-MacBook-Pro.local with PID 40985 (started by prabhjotkaur in /Users/prabhjotkaur/git/group22)
2020-07-16 13:22:09.839 [Test worker] INFO  C.G.Survey.SurveyControllerTest: No active profile set, falling back to default profiles: default
2020-07-16 13:22:11.099 [Test worker] INFO  C.G.Survey.SurveyControllerTest: Started SurveyControllerTest in 1.669 seconds (JVM running for 2.848)
2020-07-16 13:22:11.568 [Test worker] INFO  C.G.C.InstructorCourseController: Getting survey Details for the formula setup
2020-07-16 13:22:11.570 [Test worker] INFO  C.G.C.InstructorCourseController: Survey id for the courseadvSDCis 0
2020-07-16 13:22:11.874 [Test worker] INFO  C.G.C.InstructorCourseController: Getting survey id for the course
2020-07-16 13:22:11.874 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Getting survey id based on course id
2020-07-16 13:22:11.874 [Test worker] INFO  C.G.C.InstructorCourseController: Survey id for the courseSDCis 0
2020-07-16 13:22:11.875 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Publishing the survey
2020-07-16 13:22:11.875 [Test worker] INFO  C.G.C.InstructorCourseController: Check condition for survey published or not result value true
2020-07-16 13:22:11.886 [Test worker] INFO  C.G.C.InstructorCourseController: Getting survey id for the course
2020-07-16 13:22:11.886 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Getting survey id based on course id
2020-07-16 13:22:11.887 [Test worker] INFO  C.G.C.InstructorCourseController: Survey id for the courseSDCis 0
2020-07-16 13:22:11.887 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Publishing the survey
2020-07-16 13:22:11.887 [Test worker] INFO  C.G.C.InstructorCourseController: Check condition for survey published or not result value false
2020-07-16 13:22:11.919 [Test worker] INFO  C.G.P.ForgotPasswordRepositoryTest: Starting ForgotPasswordRepositoryTest on Prabhjots-MacBook-Pro.local with PID 40985 (started by prabhjotkaur in /Users/prabhjotkaur/git/group22)
2020-07-16 13:22:11.920 [Test worker] INFO  C.G.P.ForgotPasswordRepositoryTest: No active profile set, falling back to default profiles: default
2020-07-16 13:22:12.498 [Test worker] INFO  C.G.P.ForgotPasswordRepositoryTest: Started ForgotPasswordRepositoryTest in 0.59 seconds (JVM running for 4.248)
2020-07-16 13:22:12.593 [Test worker] INFO  C.G.Password.Policy: Calling the Policy Repository to fetch all the password security policies from database
2020-07-16 13:22:12.593 [Test worker] INFO  C.G.Password.Policy: Calling the Policy Repository to fetch all the password security policies from database
2020-07-16 13:22:12.608 [Test worker] INFO  C.G.Password.Policy: Calling the Policy Repository to check if the password follows enabled security policies
2020-07-16 13:22:12.608 [Test worker] INFO  C.G.Password.Policy: Checking if the password follows enabled security policies
2020-07-16 13:22:12.608 [Test worker] INFO  C.G.Password.Policy: Calling the Policy Repository to check if the password follows enabled security policies
2020-07-16 13:22:12.609 [Test worker] INFO  C.G.Password.Policy: Checking if the password follows enabled security policies
2020-07-16 13:22:12.609 [Test worker] ERROR C.G.Password.Policy: Minimum password length security policy is violated
2020-07-16 13:22:12.609 [Test worker] INFO  C.G.Password.Policy: Calling the Policy Repository to check if the password follows enabled security policies
2020-07-16 13:22:12.609 [Test worker] INFO  C.G.Password.Policy: Checking if the password follows enabled security policies
2020-07-16 13:22:12.610 [Test worker] ERROR C.G.Password.Policy: Maximum password length security policy is violated
2020-07-16 13:22:12.610 [Test worker] INFO  C.G.Password.Policy: Calling the Policy Repository to check if the password follows enabled security policies
2020-07-16 13:22:12.610 [Test worker] INFO  C.G.Password.Policy: Checking if the password follows enabled security policies
2020-07-16 13:22:12.610 [Test worker] ERROR C.G.Password.Policy: Minimum upper case charachters required password security policy is violated
2020-07-16 13:22:12.611 [Test worker] INFO  C.G.Password.Policy: Calling the Policy Repository to check if the password follows enabled security policies
2020-07-16 13:22:12.611 [Test worker] INFO  C.G.Password.Policy: Checking if the password follows enabled security policies
2020-07-16 13:22:12.611 [Test worker] ERROR C.G.Password.Policy: Minimum lower case charachters required password security policy is violated
2020-07-16 13:22:12.611 [Test worker] INFO  C.G.Password.Policy: Calling the Policy Repository to check if the password follows enabled security policies
2020-07-16 13:22:12.612 [Test worker] INFO  C.G.Password.Policy: Checking if the password follows enabled security policies
2020-07-16 13:22:12.612 [Test worker] ERROR C.G.Password.Policy: Minimum special symbols required password security policy is violated
2020-07-16 13:22:12.612 [Test worker] INFO  C.G.Password.Policy: Calling the Policy Repository to check if the password follows enabled security policies
2020-07-16 13:22:12.612 [Test worker] INFO  C.G.Password.Policy: Checking if the password follows enabled security policies
2020-07-16 13:22:12.612 [Test worker] ERROR C.G.Password.Policy: Charachters not allowed in password security policy is violated
2020-07-16 13:22:12.624 [Test worker] WARN  C.G.Password.PasswordHistoryManager: Could not fetch history setting value
2020-07-16 13:22:12.663 [Test worker] INFO  C.G.Password.Policy: Calling the Policy Repository to check if the password follows enabled security policies
2020-07-16 13:22:12.663 [Test worker] INFO  C.G.Password.Policy: Checking if the password follows enabled security policies
2020-07-16 13:22:12.664 [Test worker] INFO  C.G.Password.Policy: Calling the Policy Repository to check if the password follows enabled security policies
2020-07-16 13:22:12.664 [Test worker] INFO  C.G.Password.Policy: Checking if the password follows enabled security policies
2020-07-16 13:22:12.664 [Test worker] ERROR C.G.Password.Policy: Minimum password length security policy is violated
2020-07-16 13:22:12.665 [Test worker] INFO  C.G.Password.Policy: Calling the Policy Repository to check if the password follows enabled security policies
2020-07-16 13:22:12.665 [Test worker] INFO  C.G.Password.Policy: Checking if the password follows enabled security policies
2020-07-16 13:22:12.666 [Test worker] INFO  C.G.Password.Policy: Calling the Policy Repository to check if the password follows enabled security policies
2020-07-16 13:22:12.666 [Test worker] INFO  C.G.Password.Policy: Checking if the password follows enabled security policies
2020-07-16 13:22:12.666 [Test worker] INFO  C.G.Password.ForgotPasswordManager: User violated history while updating password
2020-07-16 13:22:12.667 [Test worker] INFO  C.G.Password.Policy: Calling the Policy Repository to check if the password follows enabled security policies
2020-07-16 13:22:12.667 [Test worker] INFO  C.G.Password.Policy: Checking if the password follows enabled security policies
2020-07-16 13:22:12.670 [Test worker] INFO  C.G.Password.ForgotPasswordManager: User is updating existing token
2020-07-16 13:22:12.672 [Test worker] INFO  C.G.Password.ForgotPasswordManager: User is adding new token
2020-07-16 13:22:12.702 [Test worker] INFO  C.G.Course.TAControllerTest: Starting TAControllerTest on Prabhjots-MacBook-Pro.local with PID 40985 (started by prabhjotkaur in /Users/prabhjotkaur/git/group22)
2020-07-16 13:22:12.702 [Test worker] INFO  C.G.Course.TAControllerTest: No active profile set, falling back to default profiles: default
2020-07-16 13:22:13.095 [Test worker] INFO  C.G.Course.TAControllerTest: Started TAControllerTest in 0.404 seconds (JVM running for 4.844)
2020-07-16 13:22:13.104 [Test worker] INFO  C.G.Course.TaController: Checking if instructor has created a survey for the course
2020-07-16 13:22:13.105 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Getting survey id based on course id
2020-07-16 13:22:13.106 [Test worker] INFO  C.G.Course.TaController: Checking if instructor has published the survey for the course
2020-07-16 13:22:13.106 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Checking if the survey is published for the course from the database
2020-07-16 13:22:13.177 [Test worker] INFO  C.G.Question.Question: Function call to get instructors for a course using email Id
2020-07-16 13:22:13.177 [Test worker] INFO  C.G.Question.Question: Function call to get instructors for a course using email Id
2020-07-16 13:22:13.180 [Test worker] INFO  C.G.Question.Question: Get the courses enrolled by a student using student's email Id
2020-07-16 13:22:13.180 [Test worker] INFO  C.G.Question.Question: Get the courses enrolled by a student using student's email Id
2020-07-16 13:22:13.187 [Test worker] INFO  C.G.Question.Question: The function call return the users that are not enrolled as an instructor for a course
2020-07-16 13:22:13.187 [Test worker] INFO  C.G.Question.Question: The function call return the users that are not enrolled as an instructor for a course
2020-07-16 13:22:13.190 [Test worker] INFO  C.G.Question.Question: Function call to get TA for a course using course Id
2020-07-16 13:22:13.190 [Test worker] INFO  C.G.Question.Question: Function call to get TA for a course using course Id
2020-07-16 13:22:13.195 [Test worker] INFO  C.G.Question.Question: Function call to add an instructor for a course using course Id and email Id
2020-07-16 13:22:13.196 [Test worker] INFO  C.G.Question.Question: Function call to add an instructor for a course using course Id and email Id
2020-07-16 13:22:13.198 [Test worker] INFO  C.G.Question.Question: Function call to enroll a TA for the course using email id
2020-07-16 13:22:13.199 [Test worker] INFO  C.G.Question.Question: Function call to enroll a TA for the course using email id
2020-07-16 13:22:13.204 [Test worker] INFO  C.G.Question.Question: Get the role of a user by email Id
2020-07-16 13:22:13.204 [Test worker] INFO  C.G.Question.Question: Get the role of a user by email Id
2020-07-16 13:22:13.209 [Test worker] INFO  C.G.Question.Question: Get the courses for a TA using email Id
2020-07-16 13:22:13.210 [Test worker] INFO  C.G.Question.Question: Get the courses for a TA using email Id
2020-07-16 13:22:13.217 [Test worker] INFO  C.G.Question.Question: Function call to get instructor for a course using course Id
2020-07-16 13:22:13.218 [Test worker] INFO  C.G.Question.Question: Function call to get instructor for a course using course Id
2020-07-16 13:22:13.306 [Test worker] INFO  C.G.Q.QuestionManagerRepository: Added valid students in a proper data list 
2020-07-16 13:22:13.328 [Test worker] INFO  C.GroupFormationTool.Course.Course: Calling the courseRepository function to get all courses
2020-07-16 13:22:13.328 [Test worker] INFO  C.GroupFormationTool.Course.Course: Calling the courseRepository function to get all courses
2020-07-16 13:22:13.328 [Test worker] INFO  C.GroupFormationTool.Course.Course: Calling the courseRepository function to get all courses
2020-07-16 13:22:13.328 [Test worker] INFO  C.GroupFormationTool.Course.Course: Calling the courseRepository function to get all courses
2020-07-16 13:22:13.336 [Test worker] INFO  C.GroupFormationTool.Course.Course: Creating a new course and storing it in the database
2020-07-16 13:22:13.336 [Test worker] INFO  C.GroupFormationTool.Course.Course: Creating a new course and storing it in the database
2020-07-16 13:22:13.338 [Test worker] INFO  C.GroupFormationTool.Course.Course: Calling the courseRepository function to get courses details by Id
2020-07-16 13:22:13.339 [Test worker] INFO  C.GroupFormationTool.Course.Course: Calling the courseRepository function to get courses details by Id
2020-07-16 13:22:13.339 [Test worker] INFO  C.GroupFormationTool.Course.Course: Calling the courseRepository function to get courses details by Id
2020-07-16 13:22:13.339 [Test worker] INFO  C.GroupFormationTool.Course.Course: Calling the courseRepository function to get courses details by Id
2020-07-16 13:22:13.346 [Test worker] INFO  C.GroupFormationTool.Course.Course: Calling the deleteCourse repository function to delete the course from the Database
2020-07-16 13:22:13.346 [Test worker] INFO  C.GroupFormationTool.Course.Course: Calling the deleteCourse repository function to delete the course from the Database
2020-07-16 13:22:13.369 [Test worker] INFO  C.G.C.InstructorCourseControllerTest: Starting InstructorCourseControllerTest on Prabhjots-MacBook-Pro.local with PID 40985 (started by prabhjotkaur in /Users/prabhjotkaur/git/group22)
2020-07-16 13:22:13.370 [Test worker] INFO  C.G.C.InstructorCourseControllerTest: No active profile set, falling back to default profiles: default
2020-07-16 13:22:13.803 [Test worker] INFO  C.G.C.InstructorCourseControllerTest: Started InstructorCourseControllerTest in 0.448 seconds (JVM running for 5.553)
2020-07-16 13:22:13.810 [Test worker] INFO  C.G.C.InstructorCourseController: Checking if instructor has created a survey for the course
2020-07-16 13:22:13.810 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Getting survey id based on course id
2020-07-16 13:22:13.810 [Test worker] INFO  C.G.C.InstructorCourseController: Checking if instructor has published the survey for the course
2020-07-16 13:22:13.810 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Checking if the survey is published for the course from the database
2020-07-16 13:22:13.868 [Test worker] INFO  C.G.Course.CourseControllerTest: Starting CourseControllerTest on Prabhjots-MacBook-Pro.local with PID 40985 (started by prabhjotkaur in /Users/prabhjotkaur/git/group22)
2020-07-16 13:22:13.870 [Test worker] INFO  C.G.Course.CourseControllerTest: No active profile set, falling back to default profiles: default
2020-07-16 13:22:14.237 [Test worker] INFO  C.G.Course.CourseControllerTest: Started CourseControllerTest in 0.38 seconds (JVM running for 5.987)
2020-07-16 13:22:14.255 [Test worker] INFO  C.GroupFormationTool.Course.Course: Creating a new course and storing it in the database
2020-07-16 13:22:14.255 [Test worker] INFO  C.GroupFormationTool.Course.Course: Calling the courseRepository function to get all courses
2020-07-16 13:22:14.255 [Test worker] WARN  C.G.Course.CourseController: Course is not added successfully
2020-07-16 13:22:14.278 [Test worker] INFO  C.GroupFormationTool.Course.Course: Creating a new course and storing it in the database
2020-07-16 13:22:14.278 [Test worker] INFO  C.GroupFormationTool.Course.Course: Calling the courseRepository function to get all courses
2020-07-16 13:22:14.278 [Test worker] WARN  C.G.Course.CourseController: Course is not added successfully
2020-07-16 13:22:14.292 [Test worker] INFO  C.G.Question.Question: Get the role of a user by email Id
2020-07-16 13:22:14.298 [Test worker] INFO  C.G.Question.Question: Get the role of a user by email Id
2020-07-16 13:22:14.301 [Test worker] INFO  C.G.Question.Question: Get the role of a user by email Id
2020-07-16 13:22:14.312 [Test worker] INFO  C.G.Question.Question: Get the role of a user by email Id
2020-07-16 13:22:14.313 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Checks of the survey is published for a course
2020-07-16 13:22:14.319 [Test worker] INFO  C.G.Question.Question: Get the role of a user by email Id
2020-07-16 13:22:14.319 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Checks of the survey is published for a course
2020-07-16 13:22:14.325 [Test worker] INFO  C.G.Course.CourseController: Fetch TA for a course using course Id
2020-07-16 13:22:14.325 [Test worker] INFO  C.G.Question.Question: Function call to get TA for a course using course Id
2020-07-16 13:22:14.345 [Test worker] INFO  C.G.Course.CourseController: Function call to fetch all the courses details
2020-07-16 13:22:14.345 [Test worker] INFO  C.GroupFormationTool.Course.Course: Calling the courseRepository function to get all courses
2020-07-16 13:22:14.352 [Test worker] INFO  C.G.Question.Question: Function call to enroll a TA for the course using email id
2020-07-16 13:22:14.352 [Test worker] WARN  C.G.Course.CourseController: TA is not successfully added to the course
2020-07-16 13:22:14.352 [Test worker] INFO  C.G.Question.Question: Function call to get TA for a course using course Id
2020-07-16 13:22:14.357 [Test worker] INFO  C.G.Question.Question: Function call to enroll a TA for the course using email id
2020-07-16 13:22:14.357 [Test worker] WARN  C.G.Course.CourseController: TA is not successfully added to the course
2020-07-16 13:22:14.357 [Test worker] INFO  C.G.Question.Question: Function call to get TA for a course using course Id
2020-07-16 13:22:14.363 [Test worker] INFO  C.G.Course.CourseController: Condition check if current user is admin or not
2020-07-16 13:22:14.363 [Test worker] INFO  C.GroupFormationTool.User.User: Checking if current user is admin
2020-07-16 13:22:14.363 [Test worker] INFO  C.GroupFormationTool.Course.Course: Calling the courseRepository function to get all courses
2020-07-16 13:22:14.367 [Test worker] INFO  C.G.Course.CourseController: Condition check if current user is admin or not
2020-07-16 13:22:14.367 [Test worker] INFO  C.GroupFormationTool.User.User: Checking if current user is admin
2020-07-16 13:22:14.367 [Test worker] INFO  C.G.Course.CourseController: Fetch user role based on th email Id
2020-07-16 13:22:14.367 [Test worker] INFO  C.G.Question.Question: Get the role of a user by email Id
2020-07-16 13:22:14.368 [Test worker] INFO  C.G.Course.CourseController: User is a Guest User
2020-07-16 13:22:14.368 [Test worker] INFO  C.G.Course.CourseController: Function call to fetch all courses details for a guest user
2020-07-16 13:22:14.368 [Test worker] INFO  C.GroupFormationTool.Course.Course: Calling the courseRepository function to get all courses
2020-07-16 13:22:14.374 [Test worker] INFO  C.G.Course.CourseController: Condition check if current user is admin or not
2020-07-16 13:22:14.374 [Test worker] INFO  C.GroupFormationTool.User.User: Checking if current user is admin
2020-07-16 13:22:14.374 [Test worker] INFO  C.G.Course.CourseController: Fetch user role based on th email Id
2020-07-16 13:22:14.374 [Test worker] INFO  C.G.Question.Question: Get the role of a user by email Id
2020-07-16 13:22:14.374 [Test worker] INFO  C.G.Course.CourseController: User is a Student
2020-07-16 13:22:14.374 [Test worker] INFO  C.G.Course.CourseController: Function call to fetch enrolled courses for a student
2020-07-16 13:22:14.374 [Test worker] INFO  C.G.Question.Question: Get the courses enrolled by a student using student's email Id
2020-07-16 13:22:14.379 [Test worker] INFO  C.G.Course.CourseController: Condition check if current user is admin or not
2020-07-16 13:22:14.379 [Test worker] INFO  C.GroupFormationTool.User.User: Checking if current user is admin
2020-07-16 13:22:14.379 [Test worker] INFO  C.G.Course.CourseController: Fetch user role based on th email Id
2020-07-16 13:22:14.379 [Test worker] INFO  C.G.Question.Question: Get the role of a user by email Id
2020-07-16 13:22:14.380 [Test worker] INFO  C.G.Course.CourseController: User is a TA
2020-07-16 13:22:14.380 [Test worker] INFO  C.G.Course.CourseController: Function call to get TA courses
2020-07-16 13:22:14.380 [Test worker] INFO  C.G.Question.Question: Get the courses for a TA using email Id
2020-07-16 13:22:14.380 [Test worker] INFO  C.G.Course.CourseController: Function call to fetch student courses
2020-07-16 13:22:14.380 [Test worker] INFO  C.G.Question.Question: Get the courses enrolled by a student using student's email Id
2020-07-16 13:22:14.385 [Test worker] INFO  C.G.Course.CourseController: Condition check if current user is admin or not
2020-07-16 13:22:14.385 [Test worker] INFO  C.GroupFormationTool.User.User: Checking if current user is admin
2020-07-16 13:22:14.385 [Test worker] INFO  C.G.Course.CourseController: Fetch user role based on th email Id
2020-07-16 13:22:14.385 [Test worker] INFO  C.G.Question.Question: Get the role of a user by email Id
2020-07-16 13:22:14.386 [Test worker] INFO  C.G.Course.CourseController: User is an Instructor
2020-07-16 13:22:14.386 [Test worker] INFO  C.G.Question.Question: Function call to get instructors for a course using email Id
2020-07-16 13:22:14.392 [Test worker] INFO  C.GroupFormationTool.Course.Course: Calling the deleteCourse repository function to delete the course from the Database
2020-07-16 13:22:14.392 [Test worker] INFO  C.GroupFormationTool.Course.Course: Calling the courseRepository function to get all courses
2020-07-16 13:22:14.392 [Test worker] INFO  C.G.Course.CourseController: Course is deleted successfully
